ID;type;labels;word_counts;num_sentences;num_syllables;avg_syllables_per_word;fk_grade;fk_read;Analytic;Authentic;Tone;tone_pos;tone_neg;focuspast;focuspresent;focusfuture;Cognition;memory;Self-reference;Other-reference;Contextual Embedding;Perceptual Details;Reality Monitoring;concr_score;Temporal details;Spatial details;People;Quantity details
262;M;F;83;5;106;1.277108434;6.2;80.01;2.12;9.35;8.85;2.41;3.61;1.2;6.02;0;25.3;0;6.02;1.2;13.25;0;-6.03;2.941363636;0;0;0;0
262;C;F;80;6;99;1.2375;3.8;91.82;20.35;54.55;8.55;0;1.25;2.5;8.75;2.5;17.5;0;7.5;2.5;10;0;-6.25;3.1268;1.25;0;0;0
263;A;F;51;4;75;1.5;7;67.25;91.99;1.39;1;1.96;11.76;0;7.84;0;7.84;0;0;1.96;3.92;0;9.81;3.165652174;0;0;0;0
263;E;T;53;4;82;1.547169811;7.3;66.44;93.83;2.78;20.23;1.89;1.89;3.77;1.89;0;16.98;0;0;1.89;5.66;0;-7.55;2.829545455;0;0;0;0
263;G;T;45;4;76;1.688888889;8.9;51.55;66.04;10.18;20.23;0;0;2.22;0;0;24.44;0;2.22;0;6.66;0;-17.78;2.875217391;0;0;0;0
263;M;F;47;4;84;1.787234043;10.3;42.58;77.99;1.72;1;2.13;10.64;2.13;4.26;0;6.38;0;2.13;2.13;12.77;0;19.16;3.08375;0;0;0;0
263;C;F;33;4;54;1.636363636;6.5;63.05;78.71;13.81;67.94;3.03;0;0;9.09;0;9.09;0;0;0;12.12;0;6.06;3.327;0;0;0;0
264;A;F;46;3;56;1.217391304;4.5;89.79;47.48;44.75;1;0;4.35;2.17;0;2.17;30.43;0;4.35;4.34;8.69;0;-17.39;3.390666667;0;0;0;0
264;E;T;74;3;115;1.575342466;12.8;46.81;42.89;13.97;1;0;6.76;0;5.41;1.35;20.27;0;5.4;4.05;6.75;4.05;-2.71;2.686923077;0;0;0;0
264;G;T;39;2;60;1.538461538;9.7;60.14;31.07;16.81;60.52;2.56;0;0;5.13;2.56;25.64;0;2.56;7.69;5.12;2.56;-15.4;2.5425;0;0;0;0
264;M;F;41;3;57;1.390243902;6.3;74.49;81.21;6.47;89.58;4.88;0;0;4.88;0;12.2;0;7.32;2.44;17.07;0;9.75;3.033333333;0;2.43902439;0;0
264;C;F;29;3;36;1.285714286;3.4;87.42;68.11;7.91;1;0;10.34;0;3.45;0;13.79;0;3.45;0;6.9;0;3.45;3.467142857;0;0;0;0
265;A;F;37;4;44;1.222222222;2.1;96.18;7.95;1.07;2.35;0;2.7;2.7;8.11;5.41;18.92;0;0;8.11;5.41;0;-10.81;3.075;0;0;0;0
265;E;T;30;4;39;1.3;2.7;89.24;30.37;1;72.45;3.33;0;0;13.33;0;20;0;3.33;0;0;0;-16.67;2.31625;0;0;0;0
265;G;T;22;4;32;1.454545455;4.3;74.35;71.44;1;1;0;13.64;0;18.18;0;4.55;0;0;0;0;0;9.09;2.945;0;0;0;0
265;M;F;32;4;40;1.333333333;2.7;89.24;13.27;1;20.23;0;0;0;6.25;0;9.38;0;6.25;0;3.13;0;-6.25;3.258571429;0;3.125;0;0
265;C;F;18;4;32;1.882352941;8.5;41.73;19.76;10.18;93.93;11.11;5.56;0;16.67;0;11.11;0;0;5.56;5.56;0;11.12;2.798;0;0;0;0
266;A;F;87;5;110;1.294117647;6.4;79.6;15.61;43.66;1.05;2.3;5.75;5.75;4.6;2.3;21.84;0;2.3;2.3;9.2;1.15;-3.44;3.1;0;0;0;0
266;E;T;97;5;136;1.402061856;8.5;68.7;37.9;79.6;4.31;1.03;3.09;2.06;5.15;1.03;19.59;0;4.12;5.15;9.27;2.06;-4.14;2.856666667;0;0;0;0
266;G;T;67;4;106;1.630769231;9.6;54.93;28.93;4.83;67.25;5.97;2.99;0;7.46;0;19.4;0;0;1.49;0;0;-10.44;2.7096;0;0;0;0
266;M;F;68;5;101;1.485294118;7.4;66.13;87.37;1.39;20.23;1.47;1.47;1.47;5.88;0;13.24;0;0;2.94;7.35;1.47;-1.48;2.905789474;0;2.941176471;0;0
266;C;F;66;4;100;1.515151515;8.5;63.19;58.76;2.81;1;0;4.55;0;6.06;3.03;12.12;1.52;0;1.52;4.55;0;-3.02;3.033461538;0;1.515151515;0;0
267;A;F;109;5;146;1.351851852;9.4;66.47;36.53;1;1;0;3.67;0.92;5.5;1.83;16.51;0;0;11.01;1.83;0;-11.01;3.303666667;0;0;0;0.917431193
267;E;T;114;6;164;1.451327434;9.4;60.85;54.96;11.15;11.33;1.75;2.63;1.75;5.26;1.75;20.18;0;0.88;1.75;3.51;0;-12.28;3.025945946;0;0;0;0.877192982
267;G;T;124;6;184;1.508196721;10;59.33;17.22;13.71;31.3;2.42;1.61;1.61;4.03;5.65;16.13;0;4.03;0;6.45;0;-5.65;2.736315789;0;0;0;0
267;M;F;91;4;128;1.406593407;9.8;65.25;63.27;1;71.92;4.4;1.1;2.2;2.2;0;21.98;0;1.1;4.4;3.3;0;-13.19;2.671764706;0;1.098901099;0;0
267;C;F;72;3;109;1.535211268;11.4;55.88;19.76;3.81;40.61;2.78;1.39;4.17;1.39;0;22.22;0;0;1.39;11.11;2.78;-4.16;3.225925926;1.388888889;0;0;0
268;A;F;50;5;66;1.346938776;3.6;86.91;28.63;1;4.56;2;4;2;4;0;26;0;2;4;10;0;-10;3.081176471;0;0;0;0
268;E;T;52;3;76;1.461538462;8.9;62.38;31.07;30.98;20.23;1.92;1.92;0;7.69;0;25;0;1.92;3.85;9.61;1.92;-9.62;2.856190476;1.923076923;0;0;0
268;G;T;50;5;67;1.34;3.7;86.71;28.63;22.74;4.56;2;4;4;6;0;26;0;4;2;6;2;-12;2.994117647;0;0;0;2
268;M;F;59;4;80;1.355932203;6.7;73.37;21.16;41.6;20.23;1.69;1.69;0;0;3.39;16.95;0;10.17;3.39;15.25;0;1.69;3.104444444;0;0;0;1.694915254
268;C;F;44;4;63;1.431818182;5.2;77.23;45.12;5.07;1;0;4.55;0;4.55;0;9.09;0;0;2.27;13.63;0;9.09;3.45;0;0;0;2.272727273
269;A;F;30;5;40;1.379310345;3.2;82.51;49.68;1;1;0;20;0;20;3.33;26.67;0;0;3.33;0;6.67;0;2.768181818;0;0;0;0
269;E;T;64;4;80;1.26984127;5.9;80.82;5.64;93.71;1.56;0;3.13;0;9.38;3.13;25;0;4.69;6.25;9.38;1.56;-10.93;2.871333333;1.5625;0;0;0
269;G;T;49;4;65;1.326530612;4.5;84.37;22.49;24.32;51.68;4.08;2.04;2.04;6.12;2.04;24.49;0;6.12;0;2.04;0;-16.33;2.925789474;0;0;0;2.040816327
269;M;F;24;4;32;1.333333333;2.1;90.77;37.3;15.38;1;0;12.5;0;12.5;0;8.33;0;12.5;0;16.67;0;20.84;3.447;0;0;0;0
269;C;F;25;4;33;1.32;2.2;90.46;28.63;1;1;0;8;0;8;0;12;0;4;4;4;0;0;3.385;0;0;0;0
270;A;F;29;2;34;1.259259259;5;83.15;13.62;7.91;20.23;6.9;6.9;3.45;10.34;0;20.69;0;3.45;0;6.9;0;-3.55E-15;2.967777778;0;0;0;0
270;E;T;73;3;85;1.180555556;7.9;80.96;17.73;14.66;20.23;0;0;1.37;5.48;1.37;16.44;0;2.74;9.59;2.74;0;-13.7;2.901666667;0;0;0;0
270;G;T;49;3;58;1.183673469;4.9;88.77;4.63;98.78;82.06;6.12;2.04;0;8.16;0;14.29;0;8.16;0;14.28;0;8.15;2.747692308;0;0;0;0
270;M;F;25;1;29;1.16;8.3;79.94;1;99;20.23;0;0;4;4;0;24;0;4;8;12;0;-12;3.058571429;0;0;0;0
270;C;F;28;4;43;1.535714286;4.8;72.83;1;48.09;20.23;3.57;3.57;3.57;3.57;3.57;32.14;0;3.57;0;10.71;0;-14.29;3.042;0;0;0;0
271;A;F;29;5;42;1.5;4.3;74.25;13.62;67.94;20.23;6.9;6.9;0;13.79;0;13.79;0;6.9;0;3.45;0;3.45;2.19875;0;0;0;0
271;E;T;42;5;63;1.5;5.4;71.41;23.27;24.32;88.66;4.76;0;2.38;2.38;0;26.19;0;4.76;0;11.9;2.38;-7.15;2.819444444;0;0;0;7.142857143
271;G;T;40;4;54;1.35;4.8;78.25;15.41;89.39;20.23;0;0;2.5;5;0;27.5;0;10;2.5;2.5;2.5;-20;2.6;0;0;0;0
271;M;F;41;4;62;1.55;7.2;61.33;69.71;26.35;20.23;2.44;2.44;2.44;4.88;0;14.63;0;4.88;2.44;14.64;0;4.89;2.583333333;0;2.43902439;0;0
271;C;F;37;5;62;1.675675676;7.4;55.5;59.12;1;62.77;5.41;2.7;0;5.41;0;13.51;0;2.7;0;5.41;0;0.01;2.6465;0;0;0;0
272;A;F;32;4;41;1.322580645;2.8;88.94;62.1;89.39;1;0;9.38;0;6.25;0;21.88;0;6.25;0;12.51;0;0.01;2.849090909;0;0;0;0
272;E;T;65;4;77;1.184615385;4.9;88.77;9.52;30.98;6.78;1.54;3.08;1.54;3.08;0;29.23;0;9.23;6.15;7.7;4.62;-12.29;2.676666667;0;0;0;0
272;G;T;45;4;60;1.363636364;5.2;77.23;17.49;47.52;54.76;2.22;0;0;4.44;0;24.44;0;4.44;6.67;8.88;0;-13.34;2.658823529;0;0;0;0
272;M;F;33;4;46;1.393939394;4.2;79.97;20.83;29.49;1.71;3.03;6.06;0;3.03;0;9.09;0;24.24;0;15.15;0;15.15;3.157857143;0;0;0;0
272;C;F;45;4;61;1.355555556;5.3;76.93;10.19;1;85.84;4.44;0;2.22;6.67;0;20;0;2.22;0;2.22;2.22;-11.12;3.170555556;0;0;0;0
273;A;F;31;2;49;1.633333333;9.1;56.25;51.31;6.29;1;0;6.45;0;0;0;16.13;0;3.23;0;9.68;0;0;3.14625;6.451612903;0;0;0
273;E;T;103;5;172;1.68627451;12.4;42.31;93.94;4.46;10.58;1.94;2.91;0.97;4.85;0;17.48;0;1.94;0;5.82;0.97;-5.84;2.597619048;0;0;0;0
273;G;T;85;3;130;1.529411765;13.1;51.21;70.9;69.5;20.23;1.16;1.16;0;4.65;0;22.09;0;3.49;1.16;4.65;2.32;-12.79;2.408125;0;1.176470588;0;0
273;M;F;45;2;58;1.288888889;8.5;74.02;33.38;63.35;85.84;4.44;0;0;4.44;2.22;13.33;0;4.44;8.89;20;0;11.11;3.274;0;0;0;0
273;C;F;58;3;80;1.379310345;8.5;68.81;53.16;13.6;20.23;1.72;1.72;0;1.72;0;18.97;0;1.72;0;12.07;0;-3.45;3.282083333;0;0;0;3.448275862
274;A;F;29;4;37;1.321428571;2.5;89.75;28.28;21.61;1;0;10.34;0;6.9;0;20.69;0;3.45;6.9;17.25;0;6.9;3.386;0;0;0;0
274;E;T;85;5;113;1.4125;7.2;72.16;36.31;88.39;9.05;0;1.18;0;4.71;3.53;28.24;0;4.71;7.06;12.94;0;-14.12;2.656666667;0;0;0;0
274;G;T;64;4;92;1.508196721;8.1;64.41;70.71;83.28;6.65;0;1.56;4.69;3.13;0;20.31;0;4.69;0;9.37;1.56;-7.82;2.7475;0;0;0;0
274;M;F;44;5;57;1.325581395;3.1;88.13;81.89;50.45;98.14;6.82;0;0;0;0;6.82;0;13.64;2.27;20.46;0;20.46;3.2275;0;0;0;0
274;C;F;30;4;43;1.433333333;3.9;80.78;6.39;1;1;0;6.67;0;6.67;0;20;0;3.33;0;3.33;0;-10;3.07;0;0;0;0
275;A;F;28;4;34;1.307692308;2.3;90.26;4.26;1;1;3.57;7.14;3.57;3.57;0;28.57;0;0;0;3.57;3.57;-10.72;3.3;0;0;0;0
275;E;T;61;3;79;1.316666667;7.6;76.56;40.68;18.18;1;3.28;8.2;1.64;6.56;0;21.31;0;0;6.56;8.2;4.92;3.29;2.773636364;0;0;0;0
275;G;T;32;4;44;1.419354839;4;80.48;1.1;1;1.56;0;3.13;0;6.25;0;28.13;0;0;3.13;6.25;0;-18.75;2.68;0;0;0;0
275;M;F;26;3;37;1.423076923;4.3;79.56;8.56;81.58;20.23;0;0;0;0;0;26.92;0;0;7.69;23.08;0;-3.84;3.192222222;0;0;0;0
275;C;F;28;3;41;1.464285714;5.7;70.5;1;1;1;0;3.57;0;14.29;0;28.57;0;0;3.57;0;0;-25;3.253;0;0;0;0
276;A;F;56;4;67;1.196428571;4;91.11;9.41;1.04;1;1.79;5.36;3.57;7.14;3.57;19.64;0;3.57;0;7.15;0;-5.35;3.435;0;0;0;0
276;E;T;78;4;102;1.307692308;7.4;77.06;45.8;39.59;79.29;5.13;1.28;0;2.56;0;19.23;0;5.13;5.12;3.85;3.84;-5.13;2.948947368;0;0;0;1.282051282
276;G;T;95;4;126;1.35483871;10;64.75;14.48;95.32;52.78;3.16;1.05;0;7.37;0;23.16;0;2.11;6.31;11.58;3.15;-3.17;3.048461538;1.052631579;0;0;0
276;M;F;62;4;80;1.290322581;5.8;81.12;69.92;1.77;44.38;1.61;0;0;3.23;3.23;20.97;0;1.61;0;12.91;6.46;0.01;3.453684211;0;1.612903226;0;0
276;C;F;39;4;53;1.358974359;4.8;78.45;18.87;1;1;0;7.69;0;5.13;0;15.38;0;0;5.13;2.56;0;-5.13;3.507333333;2.564102564;0;0;0
277;A;F;57;4;70;1.272727273;5.1;82.85;62.72;14.46;5.65;1.75;3.51;0;8.77;0;14.04;0;1.75;1.75;10.52;0;1.74;3.268;0;0;0;0
277;E;T;73;5;92;1.260273973;5.4;82.04;50.37;47.74;1;1.37;9.59;0;5.48;2.74;15.07;0;5.48;2.74;10.96;4.11;10.96;2.729047619;0;0;0;0
277;G;T;85;5;123;1.481927711;8.6;63.09;13.03;45.11;95.15;6.98;1.16;1.16;9.3;0;15.12;0;5.81;3.49;4.65;1.16;-1.17;2.633448276;0;0;0;1.176470588
277;M;F;75;4;91;1.22972973;5.8;86.54;47.65;26.54;20.23;1.33;1.33;0;2.67;0;14.67;0;5.34;4;13.33;0;1.33;3.085416667;0;0;0;1.333333333
277;C;F;74;5;106;1.452054795;7.8;65.12;18.51;36.48;93.12;6.76;1.35;0;5.41;0;21.62;0;4.05;2.7;10.81;1.35;-1.35;2.837826087;0;0;0;0
278;A;F;43;4;56;1.302325581;4;85.89;76.62;22.48;3.38;2.33;4.65;2.33;9.3;2.33;20.93;0;2.33;2.33;11.63;2.33;0.01;2.83875;0;0;0;0
278;E;T;54;3;76;1.407407407;8;70.13;23.88;65.87;48.44;1.85;0;0;12.96;1.85;20.37;0;7.4;1.85;11.12;3.7;-3.7;2.627058824;0;0;0;0
278;G;T;60;5;87;1.45;6.8;67.76;34.92;63.35;45.29;1.67;0;0;5;0;35;0;6.66;3.33;5;3.34;-24.99;2.417368421;0;0;0;0
278;M;F;42;3;53;1.292682927;5.1;82.95;7.34;84.92;57.46;2.38;0;4.76;4.76;0;7.14;0;7.14;7.14;21.42;2.38;19.04;3.091764706;0;0;0;0
278;C;F;36;4;53;1.472222222;5.6;70.8;10.19;39.59;20.23;2.78;2.78;0;11.11;5.56;11.11;0;0;0;11.11;0;5.56;3.214166667;0;0;0;0
279;A;F;79;6;113;1.448717949;6;75.2;31.86;73.13;8.44;2.53;3.8;0;7.59;2.53;12.66;0;0;2.54;18.99;0;12.66;3.054347826;0;0;0;1.265822785
279;E;T;107;4;142;1.352380952;11.2;61.7;23.32;28.28;33.26;6.54;5.61;1.87;8.41;1.87;14.02;0;1.87;3.74;11.22;0;9.35;2.8608;0;0;0;0
279;G;T;110;4;141;1.281818182;10.5;68.94;9.79;16.38;63.17;4.55;1.82;0.91;7.27;0.91;25.45;0;5.46;3.64;1.82;1.82;-15.45;2.63;0;0;0;0
279;M;F;60;4;77;1.283333333;5.6;81.63;84.21;98.38;1.23;1.67;5;0;5;3.33;23.33;0;0;5;23.33;1.67;8.34;3.0585;0;0;0;0
279;C;F;51;4;74;1.450980392;7.1;66.94;3.11;46.57;50.31;7.84;5.88;3.92;3.92;1.96;27.45;0;9.8;0;3.92;0;-9.8;2.7825;0;0;0;0
280;A;F;20;1;23;1.15;6.4;85.02;1.62;99;20.23;0;0;5;10;0;30;0;10;0;10;10;-10;2.335;5;0;0;0
280;E;T;20;1;22;1.1;5.2;93.48;8.11;28.56;1;0;10;0;15;5;30;0;5;5;0;5;-15;2.735714286;0;0;0;0
280;G;T;27;2;33;1.222222222;3.8;91.61;1;52.89;1;0;3.7;0;11.11;0;51.85;0;14.82;0;0;7.41;-40.74;2.472;0;3.703703704;0;0
280;M;F;35;1;43;1.228571429;12.2;69.79;2.35;11.24;65.27;2.86;0;0;5.71;0;25.71;0;2.86;2.86;5.71;0;-17.14;3.29;2.857142857;0;0;0
280;C;F;27;2;33;1.222222222;3.8;91.61;1;52.89;1;0;3.7;0;11.11;0;51.85;0;14.82;0;0;7.41;-40.74;2.472;0;3.703703704;0;0
281;A;F;43;3;68;1.619047619;8.8;57.27;76.62;1;1;0;4.65;0;9.3;0;9.3;0;0;0;6.98;2.33;4.66;2.802105263;0;0;0;0
281;E;T;65;4;98;1.507692308;8.5;63.39;53.56;1;43.1;3.08;1.54;0;1.54;0;18.46;0;0;10.77;6.16;0;-7.68;2.5948;0;0;0;0
281;G;T;60;4;85;1.440677966;6.7;73.37;54.7;12.08;99;8.33;0;0;6.67;0;11.67;0;5;3.33;3.33;0;1.66;2.747692308;0;0;0;0
281;M;F;63;5;96;1.548387097;6.9;67.35;12.48;3.25;70.15;3.17;0;0;6.35;3.17;15.87;0;12.7;1.59;6.35;0;-6.35;2.725333333;0;0;0;1.587301587
281;C;F;59;5;86;1.482758621;6.6;68.16;68.59;7.47;1;1.69;8.47;0;6.78;0;20.34;0;0;1.69;3.39;0;-6.78;2.810869565;0;0;0;0
282;A;F;77;5;102;1.36;6.8;73.17;64.42;3.05;1;0;9.09;0;11.69;0;16.88;0;0;3.9;1.3;0;-6.49;3.29826087;0;0;0;0
282;E;T;64;4;90;1.40625;7.2;72.16;1.54;75.23;6.65;4.69;6.25;0;7.81;1.56;35.94;0;4.69;1.56;6.25;0;-18.75;2.406470588;0;0;0;0
282;G;T;80;4;110;1.375;8.7;68.1;39.7;10.64;20.23;1.25;1.25;0;10;0;13.75;0;2.5;2.5;1.25;1.25;-8.75;3.326923077;0;0;0;1.25
282;M;F;53;4;73;1.377358491;6.1;74.9;70.56;87.76;20.23;1.89;1.89;0;3.77;5.66;11.32;0;7.55;1.89;24.52;0;16.97;2.838888889;0;0;0;0
282;C;F;78;5;109;1.434210526;6.9;72.97;34.56;81.58;1;0;5.13;1.28;2.56;6.41;15.38;0;0;1.28;17.95;0;7.7;3.371666667;0;0;0;0
283;A;F;25;5;38;1.52;4.1;74.86;51.7;1;1;0;20;0;12;0;16;0;0;0;0;0;4;2.962857143;0;0;0;4
283;E;T;49;5;70;1.458333333;5.9;70.19;32.77;14.31;20.23;4.08;4.08;2.04;4.08;0;24.49;0;6.12;2.04;0;2.04;-14.29;3.098;0;0;0;0
283;G;T;48;5;65;1.354166667;4.7;78.65;26.1;1;20.23;0;0;2.08;12.5;4.17;8.33;0;0;2.08;4.17;0;-4.16;3.191176471;0;0;0;0
283;M;F;32;5;56;1.75;8.1;48.06;62.1;1.63;99;9.38;0;0;9.38;0;9.38;0;0;0;3.13;0;3.13;3.243076923;0;3.125;0;0
283;C;F;33;5;62;1.878787879;9.4;39.4;63.17;1.5;96.12;6.06;0;0;6.06;0;21.21;0;0;0;6.06;0;-9.09;2.7675;0;0;0;0
284;A;F;84;5;110;1.341463415;6.1;80.21;1.89;24.32;1;0;9.52;7.14;8.33;2.38;21.43;0;2.38;2.38;5.95;0;-5.96;3.1775;0;0;0;0
284;E;T;71;5;105;1.5;7.6;65.73;61.59;61.43;40.95;2.82;1.41;0;5.63;0;19.72;0;4.23;5.63;8.45;0;-7.04;2.984347826;0;0;0;0
284;G;T;87;5;130;1.494252874;8.9;62.27;64.97;21.61;87.26;4.6;0;2.3;5.75;0;17.24;0;1.15;0;10.34;0;-2.3;2.80375;0;0;0;1.149425287
284;M;F;68;5;91;1.358208955;6.2;74.79;84.92;46.57;41.97;1.47;0;1.47;2.94;0;14.71;0;0;2.94;14.7;0;1.46;2.911304348;0;1.470588235;0;0
284;C;F;79;5;107;1.371794872;7;72.56;31.86;65.08;20.23;1.27;1.27;1.27;7.59;1.27;22.78;0;3.8;3.8;8.86;1.27;-10.12;3.446774194;0;0;0;0
285;A;F;35;4;51;1.457142857;5.5;71;72.76;1.27;1;2.86;11.43;2.86;5.71;0;17.14;0;2.86;0;2.86;0;0.01;3.332666667;0;0;0;0
285;E;T;69;4;91;1.378787879;7.4;71.65;12.27;65.33;1;0;4.35;7.25;5.8;0;28.99;0;7.25;1.45;5.8;0;-18.84;2.681666667;0;0;0;0
285;G;T;80;4;113;1.430379747;8.7;68.3;36.09;78.67;78.09;5;1.25;5;2.5;0;20;0;7.5;1.25;5;0;-8.75;2.698076923;0;0;0;0
285;M;F;60;4;86;1.433333333;6.8;73.17;69.05;7.03;45.29;1.67;0;0;3.33;3.33;16.67;0;1.67;3.33;20;0;5;3.395;0;1.666666667;0;0
285;C;F;35;4;58;1.657142857;7.9;54.08;65.15;4.17;65.27;5.71;2.86;2.86;5.71;0;17.14;0;0;0;14.28;0;5.71;2.887857143;0;0;0;2.857142857
286;A;F;36;4;56;1.6;6.7;62.54;19.76;1;1;0;19.44;5.56;2.78;0;22.22;0;0;2.78;5.56;2.78;8.34;2.94;0;0;0;0
286;E;T;80;4;106;1.394736842;8.3;69.11;75.4;63.35;2.86;1.25;3.75;0;2.5;2.5;15;0;5;3.75;13.75;0;3.75;2.957727273;0;0;0;0
286;G;T;78;5;115;1.575342466;9;56.66;87.66;23.3;60.52;2.56;0;3.85;0;0;15.38;0;6.41;1.28;2.56;2.56;-5.13;2.813448276;0;0;0;0
286;M;F;34;4;48;1.454545455;5.3;71.51;16.49;1;66.58;5.88;2.94;0;0;0;20.59;0;17.65;0;2.94;0;-8.83;3.106153846;0;0;0;0
286;C;F;47;4;62;1.377777778;5.3;76.93;86.31;8.74;20.23;0;0;0;6.38;4.26;10.64;0;0;0;8.52;0;-2.12;3.298888889;0;0;0;0
287;A;F;103;4;136;1.346534653;9.6;71.18;61.75;1;1;0;5.83;3.88;7.77;0.97;16.5;0;1.94;5.83;8.73;0;-1.94;3.225;0;0.970873786;0;0
287;E;T;104;5;153;1.471153846;10.2;58.82;81.35;11.63;1.94;0.96;3.85;1.92;3.85;1.92;21.15;0;0.96;1.92;6.73;0.96;-8.65;2.883823529;0;0.961538462;0;0
287;G;T;64;4;97;1.515625;8.4;63.7;74.65;32.54;6.65;3.13;4.69;3.13;4.69;1.56;15.63;0;3.13;1.56;4.69;1.56;-1.57;2.822173913;0;0;0;0
287;M;F;66;5;98;1.53125;7.1;66.94;94.44;8.2;7.03;1.49;2.99;0;2.99;0;17.91;0;1.49;2.98;7.47;0;-5.96;3.000416667;0;9.090909091;0;1.515151515
287;C;F;49;4;68;1.387755102;5.7;75.91;38.51;3.57;82.06;4.08;0;2.04;6.12;4.08;20.41;0;0;0;4.08;0;-12.25;3.158;0;0;0;0
288;A;F;77;4;101;1.311688312;7.3;77.27;83.15;24.32;2.61;2.6;5.19;0;3.9;0;20.78;0;3.9;2.6;5.19;0;-7.8;2.92375;0;0;0;0
288;E;T;62;4;86;1.409836066;6.9;72.87;11.71;35.88;6.37;0;1.61;0;3.23;0;24.19;0;6.46;3.23;8.06;0;-14.52;3.081875;0;0;0;0
288;G;T;80;4;115;1.4375;8.7;68.1;72.3;15.38;38.3;1.25;0;1.25;6.25;0;21.25;0;2.5;1.25;8.75;1.25;-10;2.946785714;0;1.25;0;0
288;M;F;90;4;121;1.344444444;8.5;74.02;30.37;47.52;36.04;1.11;0;3.33;4.44;0;17.78;1.11;10;0;16.66;2.22;2.21;2.910384615;0;1.111111111;0;0
288;C;F;74;4;106;1.432432432;8.1;69.62;51.04;1.07;98.04;8.11;1.35;1.35;4.05;1.35;16.22;0;1.35;2.7;8.11;0;1.35;2.962142857;0;0;0;0
289;A;F;37;4;51;1.378378378;4.6;78.96;1;1.07;1;0;18.92;0;8.11;0;29.73;0;2.7;0;5.4;0;-5.41;3.062222222;0;0;0;0
289;E;T;49;4;65;1.326530612;4.5;84.37;8.47;66.12;51.68;4.08;2.04;0;10.2;2.04;24.49;0;8.16;6.12;6.12;2.04;-10.21;2.714375;0;0;0;0
289;G;T;38;4;48;1.297297297;3.4;87.42;1;70.28;20.23;0;0;2.63;5.26;0;26.32;0;5.26;0;5.26;0;-21.06;2.71375;0;0;0;0
289;M;F;45;4;62;1.377777778;5.3;76.93;3.8;1.91;54.76;6.67;4.44;0;6.67;0;20;0;2.22;6.67;13.33;0;4.44;2.730769231;0;0;0;0
289;C;F;32;4;47;1.46875;5.2;71.82;1.97;32.54;20.23;3.13;3.13;0;6.25;0;28.13;0;0;0;18.75;0;-3.13;3.213;0;0;0;0
290;A;F;65;5;88;1.375;5.9;75.4;16.83;2.93;1.63;1.54;4.62;3.08;7.69;0;26.15;0;0;0;9.23;0;-10.77;3.127;1.538461538;0;0;0
290;E;T;111;6;148;1.333333333;7;78.08;4.66;3.49;11.13;4.5;5.41;3.6;2.7;0;20.72;0;2.7;6.3;9;0;-1.81;2.853939394;0;0;0;0
290;G;T;90;5;126;1.4;8;70.13;19.76;7.03;93.93;6.67;1.11;1.11;5.56;0;30;0;3.33;3.33;1.11;0;-21.11;2.76;0;0;0;1.111111111
290;M;F;68;5;89;1.328358209;5;83.25;64.21;18.77;20.23;1.47;1.47;1.47;5.88;0;7.35;0;5.88;5.88;14.7;0;10.29;3.220454545;0;0;0;2.941176471
290;C;F;105;8;129;1.240384615;3.6;92.12;16.28;1;10.73;4.76;5.71;0.95;7.62;0;14.29;0;2.86;3.81;9.52;0;5.71;3.355;0;0;0;0
291;A;F;37;3;43;1.194444444;3.3;93.14;7.95;55.76;1;2.7;8.11;0;10.81;0;16.22;0;0;8.11;10.81;0;5.4;3.065;0;0;0;0
291;E;T;43;3;56;1.302325581;5.3;82.34;30.58;22.48;3.38;0;2.33;0;4.65;4.65;25.58;0;4.65;4.65;4.65;2.33;-16.27;2.848125;0;0;0;0
291;G;T;61;5;84;1.448275862;5.5;76.62;1.83;49.37;89.9;4.92;0;1.64;8.2;0;26.23;0;8.2;3.28;3.28;1.64;-16.39;2.6125;0;0;0;0
291;M;F;43;4;61;1.452380952;6.2;69.28;64.59;22.48;3.38;0;2.33;2.33;4.65;0;11.63;0;2.33;4.65;13.96;0;4.66;3.083846154;0;2.325581395;0;0
291;C;F;43;5;60;1.463414634;5.3;71.61;30.58;1;56.53;2.33;0;2.33;2.33;4.65;23.26;0;0;2.33;6.98;2.33;-11.62;2.837857143;0;2.325581395;0;0
292;A;F;65;3;93;1.430769231;9.4;66.37;44.27;30.98;1;0;9.23;3.08;9.23;0;26.15;0;0;1.54;6.16;1.54;-9.22;3.0425;0;0;0;0
292;E;T;89;4;137;1.593023256;11.7;49.65;81.99;40.93;1;0;5.62;0;2.25;1.12;21.35;0;1.12;2.24;8.98;1.12;-5.63;2.668181818;0;0;0;0
292;G;T;74;5;127;1.716216216;10.2;47.99;82.85;9.25;39.97;1.35;0;0;5.41;0;14.86;0;0;1.35;4.05;1.35;-8.11;2.6578125;0;0;0;1.351351351
292;M;F;101;4;151;1.51;11.9;54.56;46.17;74.7;20.23;0;0;3.96;5.94;0;16.83;0;0.99;2.97;17.82;0;0.99;2.903;0;0.99009901;0;0
292;C;F;75;4;121;1.657534247;11.6;44.44;67.24;19.26;62.2;4;1.33;2.67;4;0;24;0;1.33;1.33;8;0;-10.67;2.974827586;0;0;0;0
293;A;F;41;4;57;1.390243902;4.9;77.94;12.54;42.46;3.01;0;2.44;0;4.88;2.44;31.71;0;2.44;4.88;9.76;0;-19.51;2.969230769;0;0;0;0
